date,age,manner_of_death,gender,race,state,signs_of_mental_illness,threat_level,flee,body_camera
2018-03-01,29.0,shot,M,H,AZ,False,other,Not fleeing,False
2018-03-02,29.0,shot,M,H,PA,False,other,Not fleeing,False
2018-03-02,44.0,shot,M,W,AZ,False,attack,Foot,False
2018-03-02,36.0,shot,M,W,AZ,False,other,Not fleeing,False
2018-03-02,31.0,shot,M,H,CA,False,attack,Not fleeing,False
2018-03-02,48.0,shot,M,W,AZ,False,other,Not fleeing,False
2018-03-02,37.0,shot,M,W,TX,False,attack,Not fleeing,True
2018-03-03,38.0,shot,F,H,AZ,False,other,Not fleeing,False
2018-03-03,70.0,shot,M,W,MO,False,attack,Not fleeing,False
2018-03-03,41.0,shot,M,B,MS,False,attack,Not fleeing,False
2018-03-04,37.0,shot,M,H,PA,False,other,Not fleeing,False
2018-03-05,28.0,shot,M,W,ID,True,attack,Not fleeing,False
2018-03-05,33.0,shot,M,W,GA,False,attack,Not fleeing,False
2018-03-05,44.0,shot,M,W,FL,True,other,Foot,False
2018-03-05,65.0,shot,M,W,AL,False,attack,Not fleeing,False
2018-03-05,37.0,shot,M,W,MO,False,attack,Not fleeing,False
2018-03-05,35.0,shot,M,W,KY,True,attack,Not fleeing,False
2018-03-05,25.0,shot,M,W,NM,False,other,Not fleeing,False
2018-03-06,40.0,shot,M,W,IN,False,attack,Not fleeing,True
2018-03-06,36.0,shot,M,W,IN,True,attack,Not fleeing,False
2018-03-06,55.0,shot,M,W,CO,False,attack,Foot,False
2018-03-06,19.0,shot,M,H,CA,False,attack,Not fleeing,False
2018-03-06,70.0,shot,M,W,TX,False,other,Not fleeing,False
2018-03-06,37.0,shot,M,B,MO,True,attack,Not fleeing,False
2018-03-07,53.0,shot,M,W,CA,False,attack,Not fleeing,False
2018-03-07,84.0,shot,F,W,TX,False,other,Not fleeing,False
2018-03-07,46.0,shot and Tasered,M,H,TX,True,other,Not fleeing,False
2018-03-08,29.0,shot,M,B,VA,False,attack,Other,False
2018-03-08,37.0,shot,M,W,PA,True,other,Not fleeing,False
2018-03-08,27.0,shot,M,N,AK,False,attack,Foot,False
2018-03-08,32.0,shot,M,H,CA,False,undetermined,Not fleeing,False
2018-03-09,32.0,shot,F,W,FL,False,other,Not fleeing,False
2018-03-09,27.0,shot,M,H,AZ,False,attack,Foot,False
2018-03-09,38.0,shot,M,A,TX,False,attack,Not fleeing,False
2018-03-10,20.0,shot,M,B,OR,True,attack,Not fleeing,False
2018-03-10,45.0,shot,M,H,CA,False,attack,Not fleeing,False
2018-03-11,32.0,shot,M,W,CA,True,attack,Not fleeing,False
2018-03-11,48.0,shot,M,H,NM,False,other,Foot,False
2018-03-11,57.0,shot,M,H,TX,False,attack,Not fleeing,False
2018-03-12,34.0,shot,F,B,IL,True,other,Car,True
2018-03-12,47.0,shot,M,W,MI,False,attack,Foot,False
2018-03-12,61.0,shot,M,W,NC,False,attack,Not fleeing,False
2018-03-12,32.0,shot,M,W,ND,False,attack,Car,False
2018-03-12,31.0,shot,M,W,CO,False,other,Not fleeing,False
2018-03-12,46.0,shot and Tasered,M,B,NY,False,attack,Not fleeing,False
2018-03-12,27.0,shot and Tasered,M,B,CA,True,attack,Foot,False
2018-03-13,31.0,shot,M,W,UT,False,other,Not fleeing,False
2018-03-14,26.0,shot,M,W,OR,False,other,Foot,False
2018-03-14,31.0,shot,M,B,LA,True,attack,Not fleeing,False
2018-03-14,37.0,shot,M,W,SD,False,other,Not fleeing,False
2018-03-15,27.0,shot and Tasered,M,B,AZ,False,attack,Not fleeing,False
2018-03-16,49.0,shot,M,B,TN,False,attack,Not fleeing,False
2018-03-16,26.0,shot,M,W,TN,True,other,Foot,False
2018-03-16,28.0,shot,M,W,WA,True,other,Not fleeing,False
2018-03-16,62.0,shot,M,W,NC,False,other,Not fleeing,False
2018-03-16,34.0,shot,M,W,TX,False,attack,Not fleeing,False
2018-03-17,50.0,shot,M,H,CA,False,other,Car,False
2018-03-18,37.0,shot,M,W,TX,False,attack,Car,False
2018-03-18,23.0,shot,M,B,CA,False,other,Foot,True
2018-03-18,40.0,shot,M,H,CA,False,other,Foot,False
2018-03-19,50.0,shot,M,N,KY,False,attack,Other,False
2018-03-19,50.0,shot,M,W,AR,False,other,Not fleeing,False
2018-03-19,27.0,shot,M,A,CO,False,other,Car,False
2018-03-19,35.0,shot and Tasered,M,B,SC,False,other,Not fleeing,True
2018-03-20,32.0,shot,M,W,KY,False,attack,Not fleeing,False
2018-03-20,56.0,shot,M,W,NC,True,attack,Not fleeing,False
2018-03-20,20.0,shot,M,W,FL,True,attack,Not fleeing,False
2018-03-20,56.0,shot,M,W,NJ,True,other,Not fleeing,False
2018-03-21,39.0,shot,M,N,OK,True,attack,Not fleeing,True
2018-03-21,47.0,shot,M,W,OK,True,other,Not fleeing,False
2018-03-21,25.0,shot,M,W,FL,True,attack,Not fleeing,False
2018-03-21,21.0,shot,M,A,CA,False,attack,Not fleeing,False
2018-03-21,18.0,shot,M,H,TX,False,attack,Foot,False
2018-03-22,36.0,shot,M,H,IL,False,attack,Foot,False
2018-03-22,35.0,shot,M,B,TX,True,attack,Not fleeing,False
2018-03-23,29.0,shot,M,W,TX,False,attack,Not fleeing,False
2018-03-23,32.0,shot,M,W,LA,False,attack,Not fleeing,False
2018-03-23,20.0,shot,M,H,TX,False,attack,Foot,False
2018-03-23,30.0,shot,M,B,FL,False,attack,Not fleeing,False
2018-03-23,40.0,shot,M,W,MI,False,other,Car,False
2018-03-23,48.0,shot,M,H,AZ,False,other,Not fleeing,False
2018-03-23,37.0,shot,M,W,AZ,False,other,Not fleeing,False
2018-03-23,23.0,shot and Tasered,M,W,AZ,False,attack,Not fleeing,False
2018-03-24,42.0,shot,M,W,AK,False,attack,Not fleeing,False
2018-03-24,20.0,shot,M,N,AK,False,other,Foot,False
2018-03-24,25.0,shot,F,W,OH,False,attack,Not fleeing,False
2018-03-25,28.0,shot,M,H,TX,False,attack,Not fleeing,False
2018-03-26,34.0,shot,M,W,VA,False,other,Car,False
2018-03-27,41.0,shot,M,H,NC,False,attack,Not fleeing,True
2018-03-27,24.0,shot,M,W,FL,True,attack,Other,True
2018-03-27,29.0,shot,M,W,ID,False,other,Not fleeing,False
2018-03-27,33.0,shot,F,W,AL,False,attack,Car,False
2018-03-27,44.0,shot,M,H,AZ,False,attack,Not fleeing,False
2018-03-28,31.0,shot,M,W,OK,True,other,Not fleeing,False
2018-03-28,26.0,shot,M,W,PA,False,attack,Foot,False
2018-03-28,51.0,shot,M,W,KY,False,attack,Not fleeing,False
2018-03-28,64.0,shot,M,W,AL,False,attack,Car,False
2018-03-28,29.0,shot,M,W,SC,True,other,Car,False
2018-03-28,61.0,shot,M,W,AZ,False,other,Not fleeing,False
2018-03-29,44.0,shot,M,H,TX,True,attack,Other,True
2018-03-29,39.0,shot,M,B,WV,True,attack,Car,False
2018-03-29,35.0,shot,M,W,TN,False,other,Other,False
2018-03-29,39.0,shot and Tasered,M,W,NV,False,other,Not fleeing,True
2018-03-30,60.0,shot,M,B,NC,False,other,Not fleeing,False
2018-03-30,42.0,shot,M,W,CA,False,other,Not fleeing,False
2018-03-31,27.0,shot,M,W,OK,False,attack,Not fleeing,False
2018-03-31,21.0,shot,M,H,NV,False,attack,Not fleeing,False
2018-04-01,33.0,shot,M,H,TX,False,other,Not fleeing,False
2018-04-01,60.0,shot,M,B,LA,False,attack,Not fleeing,False
2018-04-01,24.0,shot,M,W,LA,False,attack,Car,False
2018-04-01,41.0,shot,M,B,FL,False,attack,Car,False
2018-04-01,41.0,shot,M,B,NC,False,other,Not fleeing,False
2018-04-01,34.0,shot,M,B,MI,True,attack,Not fleeing,False
2018-04-01,23.0,shot,M,H,TX,True,other,Not fleeing,False
2018-04-01,38.0,shot,M,W,MO,False,other,Not fleeing,False
2018-04-01,58.0,shot,M,W,AZ,False,other,Foot,False
2018-04-03,49.0,shot,M,W,AL,True,other,Not fleeing,True
2018-04-04,27.0,shot,M,B,OK,True,other,Not fleeing,False
2018-04-04,34.0,shot,M,H,TX,False,other,Foot,False
2018-04-04,34.0,shot,M,B,NY,True,attack,Not fleeing,False
2018-04-04,70.0,shot,M,W,GA,False,attack,Not fleeing,False
2018-04-04,44.0,shot,F,W,AZ,False,attack,Not fleeing,False
2018-04-04,30.0,shot,M,W,AZ,False,attack,Foot,False
2018-04-05,81.0,shot,M,W,NY,False,attack,Not fleeing,False
2018-04-05,40.0,shot,M,W,PA,False,attack,Not fleeing,False
2018-04-05,27.0,shot,M,B,IN,False,other,Not fleeing,False
2018-04-05,26.0,shot,M,B,CA,False,attack,Not fleeing,False
2018-04-05,18.0,shot,M,A,CA,False,attack,Foot,False
2018-04-05,59.0,shot,M,W,WV,False,other,Foot,True
2018-04-05,56.0,shot,M,H,IN,True,other,Not fleeing,False
2018-04-06,26.0,shot,M,B,CA,False,attack,Car,False
2018-04-06,23.0,shot,M,W,AR,False,attack,Foot,False
2018-04-06,36.0,shot,M,W,WA,False,attack,Not fleeing,False
2018-04-06,22.0,shot,M,H,NV,True,attack,Not fleeing,False
2018-04-07,48.0,shot,M,W,OR,True,other,Other,False
2018-04-07,33.0,shot,M,W,CA,False,attack,Not fleeing,False
2018-04-08,24.0,shot,M,H,CA,False,attack,Not fleeing,False
2018-04-08,25.0,shot,M,B,VA,False,other,Other,True
2018-04-08,20.0,shot,M,B,UT,False,other,Foot,True
2018-04-08,45.0,shot,M,W,KY,True,other,Not fleeing,True
2018-04-09,29.0,shot,M,W,CA,False,other,Foot,True
2018-04-09,34.0,shot,M,W,OK,False,other,Not fleeing,True
2018-04-09,23.0,shot and Tasered,M,W,MI,False,attack,Not fleeing,False
2018-04-09,29.0,shot and Tasered,M,W,MT,False,attack,Not fleeing,True
2018-04-10,44.0,shot,M,W,MT,False,other,Not fleeing,False
2018-04-10,39.0,shot,M,W,AZ,False,other,Not fleeing,False
2018-04-10,30.0,shot,M,B,CA,True,other,Foot,False
2018-04-10,28.0,shot,M,W,MI,False,other,Car,False
2018-04-11,71.0,shot,F,W,LA,False,attack,Not fleeing,False
2018-04-11,25.0,shot,M,B,CA,False,attack,Not fleeing,False
2018-04-11,61.0,shot,M,W,NY,True,attack,Not fleeing,True
2018-04-11,39.0,shot,M,W,NC,False,other,Not fleeing,True
2018-04-11,50.0,shot,M,W,LA,False,attack,Not fleeing,False
2018-04-12,37.0,shot,M,B,GA,True,attack,Not fleeing,False
2018-04-12,23.0,shot,M,W,MN,True,other,Not fleeing,False
2018-04-12,39.0,shot,M,B,AR,False,attack,Not fleeing,False
2018-04-12,45.0,shot,M,B,PA,False,attack,Other,False
2018-04-12,37.0,shot,M,W,CO,False,other,Not fleeing,False
2018-04-13,34.0,shot,M,W,TX,False,other,Not fleeing,False
2018-04-13,31.0,shot,M,W,CO,False,other,Car,False
2018-04-14,55.0,shot,M,H,NJ,False,other,Car,False
2018-04-14,39.0,shot,M,B,AZ,False,attack,Other,False
2018-04-14,32.0,shot,M,W,GA,False,attack,Not fleeing,False
2018-04-14,44.0,shot,M,H,AZ,False,attack,Not fleeing,False
2018-04-14,24.0,shot,M,W,CA,True,attack,Not fleeing,True
2018-04-15,36.0,shot,M,N,MT,False,other,Not fleeing,False
2018-04-17,41.0,shot,M,B,UT,True,attack,Car,False
2018-04-17,25.0,shot,M,B,GA,False,attack,Car,False
2018-04-17,39.0,shot,M,W,OK,False,attack,Car,False
2018-04-17,40.0,shot,M,W,KY,False,attack,Car,False
2018-04-18,32.0,shot,M,W,GA,False,attack,Not fleeing,True
2018-04-18,45.0,shot,M,W,MO,False,attack,Foot,False
2018-04-18,31.0,shot,M,B,FL,False,attack,Not fleeing,False
2018-04-18,32.0,shot,M,N,UT,True,other,Not fleeing,False
2018-04-18,48.0,shot,M,B,MI,False,attack,Not fleeing,False
2018-04-20,49.0,shot,M,W,CA,True,other,Car,False
2018-04-20,48.0,shot,M,B,FL,False,other,Not fleeing,False
2018-04-20,18.0,shot,M,W,IL,False,attack,Not fleeing,False
2018-04-21,48.0,shot,M,W,IA,False,other,Not fleeing,False
2018-04-21,25.0,shot,M,B,TN,False,other,Foot,False
2018-04-22,27.0,shot,M,W,MI,False,attack,Not fleeing,False
2018-04-22,37.0,shot,M,H,KY,False,attack,Foot,False
2018-04-24,44.0,shot,M,H,TX,False,other,Foot,False
2018-04-24,27.0,shot,M,B,KY,False,attack,Not fleeing,True
2018-04-24,37.0,shot,M,W,TX,True,attack,Not fleeing,False
2018-04-25,41.0,shot,M,W,CO,False,attack,Foot,False
2018-04-25,42.0,shot,M,B,KY,False,attack,Not fleeing,False
2018-04-25,36.0,shot,M,W,CO,False,other,Car,False
2018-04-25,89.0,shot,M,W,AZ,True,attack,Not fleeing,False
2018-04-25,37.0,shot,M,B,TX,False,attack,Not fleeing,False
2018-04-26,22.0,shot,M,W,TX,False,attack,Car,False
2018-04-26,56.0,shot,F,W,CA,False,attack,Car,True
2018-04-26,35.0,shot,M,W,MI,True,attack,Not fleeing,False
2018-04-28,36.0,shot,F,B,GA,True,other,Not fleeing,False
2018-04-28,46.0,shot,M,W,CO,False,other,Not fleeing,False
2018-04-28,26.0,shot,M,H,CA,False,attack,Not fleeing,False
2018-04-28,41.0,shot,M,W,FL,False,attack,Not fleeing,False
2018-04-29,38.0,shot,M,W,LA,False,attack,Foot,False
2018-04-29,42.0,shot,M,W,CA,False,other,Not fleeing,False
2018-04-29,47.0,shot,M,W,NC,False,attack,Not fleeing,False
2018-04-29,26.0,shot,M,W,IA,False,attack,Not fleeing,False
2018-04-30,64.0,shot,M,B,OH,False,other,Not fleeing,False
2018-04-30,59.0,shot and Tasered,M,W,OH,False,other,Not fleeing,False
2018-05-01,37.0,shot,M,W,TX,False,attack,Car,False
2018-05-01,37.0,shot,M,W,AZ,False,attack,Other,False
2018-05-01,49.0,shot,M,W,TX,False,other,Not fleeing,False
2018-05-02,44.0,shot,M,W,SD,False,other,Not fleeing,False
2018-05-02,48.0,shot,M,W,NC,False,attack,Not fleeing,False
2018-05-02,27.0,shot,M,H,KS,False,other,Not fleeing,False
2018-05-02,67.0,shot,M,B,TX,False,attack,Not fleeing,False
2018-05-02,24.0,shot,M,B,GA,False,attack,Car,False
2018-05-03,26.0,shot,M,H,CA,True,attack,Not fleeing,False
2018-05-03,28.0,shot,M,W,TX,False,attack,Not fleeing,False
2018-05-04,21.0,shot,M,W,IN,False,attack,Car,False
2018-05-04,54.0,shot,M,W,ME,False,other,Not fleeing,False
2018-05-05,24.0,shot,M,W,OH,False,attack,Not fleeing,False
2018-05-05,51.0,shot,M,W,AZ,False,attack,Foot,False
2018-05-05,59.0,shot,M,W,TX,True,attack,Foot,False
2018-05-05,21.0,shot,F,W,MO,False,attack,Car,False
2018-05-06,73.0,shot,M,W,OH,True,attack,Not fleeing,False
2018-05-06,39.0,shot,M,W,OK,False,attack,Car,False
2018-05-06,32.0,shot,M,B,GA,False,attack,Car,False
2018-05-06,38.0,shot,M,W,WY,False,attack,Not fleeing,False
2018-05-07,32.0,shot,M,H,FL,False,attack,Car,False
2018-05-07,26.0,shot,M,W,OK,False,other,Not fleeing,True
2018-05-07,55.0,shot,F,W,GA,False,attack,Car,False
2018-05-07,50.0,shot,M,W,WI,True,other,Not fleeing,True
2018-05-07,49.0,shot,F,H,AZ,False,other,Not fleeing,False
2018-05-07,48.0,shot,M,W,AR,False,attack,Not fleeing,False
2018-05-08,65.0,shot,M,W,PA,False,attack,Not fleeing,False
2018-05-08,37.0,shot,M,W,AZ,False,other,Foot,False
2018-05-08,37.0,shot,M,W,VA,False,other,Other,False
2018-05-08,45.0,shot,M,H,CO,False,other,Foot,False
2018-05-09,33.0,shot,M,B,MS,False,attack,Not fleeing,False
2018-05-10,46.0,shot,M,W,TN,False,attack,Not fleeing,False
2018-05-10,33.0,shot,M,W,PA,False,other,Not fleeing,False
2018-05-11,51.0,shot,M,W,WI,False,attack,Car,False
2018-05-11,51.0,shot,M,W,WI,False,attack,Car,False
2018-05-11,33.0,shot,M,W,LA,False,other,Not fleeing,False
2018-05-11,51.0,shot,M,W,IN,False,attack,Foot,False
2018-05-11,52.0,shot,M,W,OK,False,attack,Not fleeing,False
2018-05-11,24.0,shot,M,N,ID,False,attack,Not fleeing,False
2018-05-12,55.0,shot,M,W,OH,False,attack,Car,False
2018-05-13,28.0,shot,M,B,VA,False,other,Not fleeing,False
2018-05-13,36.0,shot,M,W,LA,False,attack,Not fleeing,False
2018-05-13,54.0,shot,M,W,GA,False,attack,Not fleeing,False
2018-05-13,38.0,shot,M,W,MI,False,other,Not fleeing,False
2018-05-14,24.0,shot,M,B,MD,False,attack,Not fleeing,False
2018-05-14,20.0,shot,M,W,MI,False,attack,Not fleeing,False
2018-05-14,54.0,shot,M,W,ME,False,attack,Not fleeing,False
2018-05-14,53.0,shot,M,W,IL,False,other,Not fleeing,False
2018-05-14,36.0,shot,M,H,TX,False,attack,Not fleeing,False
2018-05-14,24.0,shot and Tasered,M,B,VA,False,attack,Car,True
2018-05-15,34.0,shot,M,W,FL,False,other,Car,False
2018-05-16,59.0,shot,M,W,OH,False,other,Not fleeing,False
2018-05-17,34.0,shot,M,W,OK,False,attack,Not fleeing,False
2018-05-18,37.0,shot,M,W,MI,True,attack,Foot,False
2018-05-18,29.0,shot,M,H,TX,False,other,Not fleeing,False
2018-05-18,24.0,shot,M,W,OR,False,other,Car,False
2018-05-19,77.0,shot,M,W,NV,False,attack,Not fleeing,False
2018-05-19,30.0,shot,M,W,OH,False,attack,Not fleeing,False
2018-05-19,36.0,shot,M,H,CO,False,attack,Not fleeing,False
2018-05-20,36.0,shot,M,W,KY,False,other,Foot,False
2018-05-21,58.0,shot,M,W,CA,True,attack,Foot,False
2018-05-21,47.0,shot,M,B,AR,False,attack,Car,False
2018-05-22,49.0,shot,M,H,TX,False,other,Not fleeing,False
2018-05-23,31.0,shot,F,W,IL,False,attack,Foot,False
2018-05-23,25.0,shot,M,W,WI,True,other,Not fleeing,False
2018-05-23,20.0,shot,F,H,TX,False,attack,Not fleeing,False
2018-05-24,30.0,shot,M,W,FL,False,attack,Foot,True
2018-05-24,33.0,shot,M,W,OH,True,attack,Not fleeing,False
2018-05-25,29.0,shot,M,W,TX,False,attack,Not fleeing,False
2018-05-25,55.0,shot,M,W,ID,False,other,Car,False
2018-05-25,31.0,shot,M,W,CO,True,other,Not fleeing,False
2018-05-26,51.0,shot,M,W,TX,False,other,Not fleeing,False
2018-05-27,42.0,shot,M,H,CA,True,other,Not fleeing,True
2018-05-27,67.0,shot,M,W,CO,False,attack,Not fleeing,False
2018-05-27,37.0,shot,M,W,MO,True,other,Not fleeing,False
2018-05-28,23.0,shot,M,W,UT,False,attack,Car,False
2018-05-29,34.0,shot,M,N,AZ,False,other,Not fleeing,False
2018-05-29,51.0,shot,M,H,CA,False,attack,Not fleeing,False
2018-05-29,19.0,shot,M,W,UT,False,other,Foot,False
2018-05-30,29.0,shot,M,H,CA,False,attack,Foot,True
2018-05-30,23.0,shot,M,B,FL,False,undetermined,Not fleeing,False
2018-05-31,46.0,shot,F,W,CA,True,other,Not fleeing,False
2018-05-31,42.0,shot,M,B,NC,False,attack,Car,False
2018-06-01,21.0,shot,M,H,FL,False,attack,Not fleeing,False
2018-06-01,55.0,shot,M,A,HI,True,attack,Not fleeing,False
2018-06-01,37.0,shot,M,W,CA,False,other,Not fleeing,False
2018-06-02,43.0,shot,M,B,IL,False,attack,Car,False
2018-06-03,32.0,shot,M,H,OK,False,other,Car,False
2018-06-03,37.0,shot,M,W,CA,False,other,Not fleeing,False
2018-06-03,34.0,shot,M,H,CA,False,attack,Car,False
2018-06-04,40.0,shot,M,W,MO,False,attack,Foot,False
2018-06-05,55.0,shot,M,H,TX,True,attack,Not fleeing,False
2018-06-05,20.0,shot,M,W,NC,True,other,Not fleeing,False
2018-06-06,24.0,shot,M,B,IL,False,other,Not fleeing,False
2018-06-06,43.0,shot,M,H,NY,False,other,Not fleeing,False
2018-06-06,56.0,shot,M,W,GA,True,attack,Not fleeing,False
2018-06-06,47.0,shot,M,W,OH,True,other,Not fleeing,False
2018-06-07,33.0,shot,M,W,NM,False,attack,Car,False
2018-06-07,20.0,shot,F,W,TX,False,other,Not fleeing,True
2018-06-07,28.0,shot,M,B,IN,False,attack,Not fleeing,False
2018-06-07,50.0,shot,M,W,WA,False,other,Not fleeing,False
2018-06-08,36.0,shot,M,W,MS,False,other,Not fleeing,False
2018-06-08,47.0,shot,M,W,NJ,True,attack,Car,False
2018-06-09,36.0,shot,F,B,NJ,False,other,Car,False
2018-06-09,49.0,shot,M,W,TX,False,attack,Not fleeing,False
2018-06-10,34.0,shot,M,W,CO,False,other,Foot,False
2018-06-11,41.0,shot,M,B,MD,True,attack,Not fleeing,True
2018-06-11,29.0,shot,M,H,CA,False,other,Car,False
2018-06-12,34.0,shot,M,B,IL,False,attack,Car,False
2018-06-12,34.0,shot,M,W,AZ,False,other,Not fleeing,False
2018-06-12,22.0,shot,M,B,DC,False,attack,Not fleeing,False
2018-06-12,26.0,shot,M,B,GA,True,attack,Not fleeing,False
2018-06-12,32.0,shot,M,W,NJ,False,other,Not fleeing,False
2018-06-13,37.0,shot,M,W,CO,False,attack,Foot,False
2018-06-13,44.0,shot,M,W,OH,False,attack,Not fleeing,False
2018-06-13,21.0,shot,M,W,FL,True,attack,Not fleeing,False
2018-06-14,37.0,shot,F,W,CO,False,attack,Not fleeing,False
2018-06-14,29.0,shot,M,H,GA,False,attack,Foot,False
2018-06-14,18.0,shot,M,B,NV,False,attack,Car,False
2018-06-14,33.0,shot,M,B,MO,False,attack,Not fleeing,False
2018-06-14,28.0,shot,F,W,MO,False,undetermined,Not fleeing,False
2018-06-14,37.0,shot,M,W,MO,True,other,Not fleeing,False
2018-06-14,40.0,shot,M,H,WA,False,other,Not fleeing,False
2018-06-15,40.0,shot,M,W,IL,False,other,Foot,False
2018-06-16,53.0,shot,M,W,AZ,False,attack,Not fleeing,False
2018-06-16,37.0,shot,M,B,NY,False,other,Not fleeing,False
2018-06-16,47.0,shot,M,H,NM,False,attack,Car,False
2018-06-16,30.0,shot,M,W,CA,True,attack,Not fleeing,False
2018-06-16,48.0,shot,M,W,AZ,False,attack,Car,False
2018-06-17,33.0,shot,M,B,NJ,False,attack,Not fleeing,False
2018-06-17,44.0,shot,M,H,UT,False,other,Not fleeing,False
2018-06-19,65.0,shot,M,W,GA,False,attack,Not fleeing,False
2018-06-19,20.0,shot,M,B,GA,False,attack,Not fleeing,False
2018-06-19,17.0,shot,M,B,PA,False,other,Foot,False
2018-06-19,55.0,shot,M,W,NM,False,attack,Not fleeing,False
2018-06-20,33.0,shot,M,B,GA,False,attack,Foot,True
2018-06-20,29.0,shot,M,W,OH,False,attack,Not fleeing,False
2018-06-20,44.0,shot,M,W,OR,False,other,Not fleeing,False
2018-06-22,37.0,shot,M,W,OH,False,attack,Not fleeing,False
2018-06-22,32.0,shot,M,B,NJ,False,attack,Not fleeing,True
2018-06-22,31.0,shot,M,W,VA,False,attack,Not fleeing,False
2018-06-22,37.0,shot,M,W,CA,True,attack,Not fleeing,False
2018-06-22,20.0,shot,M,W,NY,True,attack,Not fleeing,False
2018-06-23,30.0,shot,M,B,MN,False,attack,Foot,True
2018-06-23,25.0,shot,M,B,LA,False,attack,Not fleeing,False
2018-06-23,37.0,shot,M,W,CA,False,attack,Not fleeing,False
2018-06-23,47.0,shot,M,W,OR,False,attack,Not fleeing,False
2018-06-23,48.0,shot,M,W,ID,False,other,Not fleeing,False
2018-06-23,38.0,shot,M,W,CO,False,attack,Car,False
2018-06-23,32.0,shot,M,O,HI,True,attack,Not fleeing,False
2018-06-25,18.0,shot,M,H,TX,False,other,Not fleeing,False
2018-06-25,29.0,shot,M,W,TX,False,attack,Car,False
2018-06-25,30.0,shot,M,W,MS,False,other,Car,False
2018-06-25,36.0,shot,M,W,PA,True,attack,Not fleeing,False
2018-06-27,39.0,shot,M,W,CO,False,attack,Foot,False
2018-06-29,36.0,shot,M,H,CO,False,attack,Car,True
2018-06-29,36.0,shot,M,W,AR,False,attack,Not fleeing,False
2018-06-29,54.0,shot,M,W,FL,True,attack,Not fleeing,False
2018-06-29,27.0,shot,M,B,CA,False,undetermined,Car,False
2018-06-29,45.0,shot,M,W,OR,False,undetermined,Not fleeing,False
2018-06-29,19.0,shot,M,B,AZ,False,attack,Not fleeing,False
2018-06-29,36.0,shot,M,W,AK,False,other,Not fleeing,False
2018-06-29,33.0,shot,M,W,TN,False,other,Foot,False
2018-06-29,56.0,shot,M,W,MI,True,attack,Car,False
2018-07-01,37.0,shot,M,W,CA,False,undetermined,Not fleeing,False
2018-07-01,33.0,shot,M,W,ID,False,attack,Foot,False
2018-07-01,60.0,shot,M,A,MO,False,other,Not fleeing,False
2018-07-01,26.0,shot,M,W,IA,False,other,Not fleeing,False
2018-07-03,52.0,shot,M,W,IL,False,attack,Not fleeing,False
2018-07-03,40.0,shot,M,B,NC,False,attack,Not fleeing,False
2018-07-03,33.0,shot,M,B,IL,False,other,Foot,True
2018-07-03,41.0,shot and Tasered,M,W,OK,False,attack,Not fleeing,False
2018-07-04,35.0,shot,M,W,GA,True,attack,Not fleeing,True
2018-07-04,32.0,shot,M,N,CO,False,attack,Not fleeing,False
2018-07-04,34.0,shot,M,H,CA,True,attack,Not fleeing,False
2018-07-05,26.0,shot,M,W,ND,False,attack,Foot,True
2018-07-05,62.0,shot,M,A,KY,False,other,Not fleeing,False
2018-07-05,33.0,shot,F,H,AZ,False,attack,Other,False
2018-07-05,55.0,shot,M,W,FL,True,other,Not fleeing,False
2018-07-05,38.0,shot,M,W,CA,True,attack,Not fleeing,False
2018-07-06,43.0,shot,M,B,KS,False,attack,Not fleeing,False
2018-07-06,38.0,shot,M,A,AK,False,other,Not fleeing,True
2018-07-07,27.0,shot,M,W,OR,False,attack,Foot,False
2018-07-07,52.0,shot,M,W,FL,True,attack,Not fleeing,False
2018-07-07,37.0,shot,M,W,CO,False,attack,Other,False
2018-07-07,37.0,shot,M,B,NJ,True,other,Not fleeing,True
2018-07-08,37.0,shot,M,W,CA,False,other,Other,False
2018-07-08,34.0,shot,M,W,AZ,False,other,Not fleeing,False
2018-07-08,41.0,shot,M,W,ND,True,other,Not fleeing,False
2018-07-10,40.0,shot,M,W,TX,False,attack,Not fleeing,False
2018-07-10,53.0,shot,M,H,FL,False,attack,Car,False
2018-07-10,21.0,shot,M,W,WY,True,other,Car,False
2018-07-11,45.0,shot,F,W,TX,False,other,Not fleeing,False
2018-07-11,34.0,shot,M,H,CA,False,other,Not fleeing,False
2018-07-11,22.0,shot,M,H,NV,False,attack,Car,False
2018-07-13,25.0,shot,M,H,TX,False,attack,Not fleeing,True
2018-07-13,16.0,shot and Tasered,M,W,MN,True,attack,Not fleeing,True
2018-07-14,37.0,shot,M,B,IL,False,other,Foot,True
2018-07-14,68.0,shot,M,B,SC,False,attack,Not fleeing,False
2018-07-15,25.0,shot,M,B,MO,False,attack,Not fleeing,False
2018-07-15,34.0,shot,M,W,TX,True,attack,Not fleeing,False
2018-07-15,23.0,shot,M,H,NM,False,attack,Not fleeing,False
2018-07-17,25.0,shot,M,W,IA,False,other,Car,False
2018-07-17,57.0,shot,M,H,NV,False,other,Not fleeing,False
2018-07-17,27.0,shot,M,H,AZ,False,attack,Car,False
2018-07-17,51.0,shot,M,W,NC,False,attack,Not fleeing,False
2018-07-18,30.0,shot,M,H,NM,False,attack,Not fleeing,False
2018-07-18,33.0,shot,M,W,NC,False,attack,Not fleeing,False
2018-07-18,37.0,shot,M,W,TX,False,attack,Not fleeing,False
2018-07-19,19.0,shot,M,H,IL,False,other,Foot,False
2018-07-19,22.0,shot,M,H,CA,False,other,Other,False
